movimento_nome,codigo,codigo_pai,complemento,movimento,visibilidade_externa,dispositivo_legal,artigo,alteracoes,glossario,data_publicacao,data_alteracao,data_inativacao,data_reativacao,nivel_visual,tipo_item,fonte,caminho_codigos,caminho_rotulos
Para Julgamento,12116,12105,,Inclusão em pauta de sessão virtual para julgamento,Sim,CPC 2015,934,,"Movimento a ser utilizado quando o julgamento se der em sessão virtual, assim entendida como aquela em que as votações são realizadas exclusivamente pelo sistema, a exemplo do “plenário virtual” do STF. Se o julgamento se der em sessão presencial/telepresencial, utilizar movimento “1204 – Inclusão em pauta”, “897 - Retirada de pauta” e “12311 Pedido de Inclusão”.",2016-08-24 00:00:00,2024-09-26 13:28:17,,,4,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12103 > 12105 > 12116,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Pauta > Inclusão em Pauta de Sessão Virtual > Para Julgamento
Retirada,12309,12103,,Retirada de pauta,Sim,,,,Movimento referente à retirada de pauta de processo anteriormente pautado para julgamento colegiado ou audiência.,2018-06-27 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12103 > 12309,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Pauta > Retirada
Perícia,14901,48,,Perícia,Sim,,,,Movimento pai relativo a perícia. Pode ser usado também pelo perito.,2021-09-29 00:00:00,,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 14901,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Perícia
Agendada,14904,14901,,Perícia agendada,Sim,,,,Movimento a ser utilizado quando do agendamento perícia. Pode ser usado também pelo perito.,2021-09-29 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 14901 > 14904,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Perícia > Agendada
Cancelada,14906,14901,,Perícia cancelada,Sim,,,,Movimentoa ser utilizado quando do cancelamento de perícia previamente agendada. Pode ser usado também pelo perito.,2021-09-29 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 14901 > 14906,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Perícia > Cancelada
Determinada/Designada,14903,14901,,Perícia determinada ou designada,Sim,,,,Movimento a ser utilizado quando da determinação ou designação da perícia. Pode ser usado também pelo perito.,2021-09-29 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 14901 > 14903,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Perícia > Determinada/Designada
Não Realizada,14908,14901,,Perícia não realizada,Sim,,,,Movimento a ser utilizado quando a realização da perícia for frustrada. Pode ser usado também pelo perito.,2021-09-29 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 14901 > 14908,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Perícia > Não Realizada
Reagendada,14907,14901,,Perícia reagendada,Sim,,,,Movimentoa ser utilizado quando do reagendamento de perícia cancelada ou não realizada. Pode ser usado também pelo perito.,2021-09-29 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 14901 > 14907,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Perícia > Reagendada
Realizada,14905,14901,,Perícia realizada,Sim,,,,Movimento a ser utilizado quando da realização da perícia. Pode ser usado também pelo perito.,2021-09-29 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 14901 > 14905,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Perícia > Realizada
Protocolo de Petição,118,48,,Protocolizada Petição,Sim,,,,Obrigatório apenas para os tribunais que não possuem sistema específico de controle de protocolo de documentos. Indica a apresentação de petição associada ao processo em qualquer dos sistemas de protocolo. O tipo de petição será indicado no movimento de juntada.,2008-09-30 15:52:47,,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 118,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Protocolo de Petição
Publicação,92,48,Identificador - data da publicação; Identificador - ato publicado;,Publicado #{ato_publicado} em #{data}.,Sim,,,,"Publicação dos expedientes tipo: despacho, acórdão, pauta, intimação de contra-razões, intimação de embargos infringentes, de divergência, etc. É obrigatória a inclusão da data da publicação. Não se confunde com disponibilização no Diário da Justiça Eletrônico da L 11.419/2006.",2008-09-30 15:52:47,,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 92,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Publicação
Realização de Procedimento Restaurativo,12759,48,,Realizado o Procedimento restaurativo #{Tipo_Procedimento_Restaurativo} em #{data_hora} em #{local},Sim,,,,Movimento serve para registrar a realização de procedimentos restaurativos.,2020-07-14 00:00:00,2022-11-25 16:48:35,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12759,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Realização de Procedimento Restaurativo
Recebido na Justiça Restaurativa,15719,48,,Recebido na justiça restaurativa,Sim,Resolução CNJ 225/2016,1º,,"Movimento promovido diretamente pela Secretaria dos Centros de Justiça Restaurativa. Pode ocorrer automaticamente, ou por movimento realizado manualmente pelo Cartório que auxilia o Centro de Justiça Restaurativa.",2026-01-29 14:59:16,,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 15719,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Recebido na Justiça Restaurativa
Recebimento,132,48,,Recebidos os autos,Sim,,,,"Registra o recebimento dos autos provindos de qualquer origem (outro órgão jurisdicional, tribunal, distribuição, contadoria, ou de carga/vista a advogados ou Ministério Público). Marca o início da responsabilidade do Escrivão pelos autos.",2008-09-30 15:52:47,,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 132,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Recebimento
Recebimento de Câmara de Conciliação/Mediação,12623,48,,Autos recebidos da Câmara de Conciliação/Mediação,Sim,CPC,art. 168,,"Movimento que marca a transferência da responsabilidade pelo processo da Câmara Privada de Conciliação ou Mediação para a Vara, com o retorno dos autos ao Poder Judiciário .",2020-04-02 00:00:00,,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12623,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Recebimento de Câmara de Conciliação/Mediação
Recebimento do CEJUSC ou Centros de Conciliação/Mediação,12619,48,,Recebidos os autos do CEJUSC ou Centro de Conciliação/Mediação,Sim,Res. 125/2010,"art. 8º, §8º",,Registra o recebimento dos autos provindos do CEJUSC ou Centro de Conciliação/Mediação. Marca o início da responsabilidade do Escrivão pelos autos.,2020-03-23 00:00:00,2022-09-20 15:44:26,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12619,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Recebimento do CEJUSC ou Centros de Conciliação/Mediação
Recebimento no CEJUSC ou Centros de Conciliação/Mediação,12621,48,,Recebidos os autos.,Sim,,,,Movimento que marca a transferência da responsabilidade pelo processo da Vara para o CEJUSC ou Centro de Conciliação/Mediação.,2020-03-26 00:00:00,2022-09-20 15:44:57,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12621,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Recebimento no CEJUSC ou Centros de Conciliação/Mediação
Remessa,123,48,Identificador - destino;,Remetidos os Autos (#{motivo_da_remessa}) para #{destino},Sim,,,,"Indica remessa interna (contadoria, oficial de justiça, etc) ou externa (fora do órgão jurisdicional, outras varas, tribunais, etc.) de autos. Não deve ser confundida com carga/vista, ou com conclusão ao magistrado. Marca a transferência de responsabilidade pelos autos do escrivão ao próximo portador.",2008-09-30 15:52:47,,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 123,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Remessa
Remessa ao Relator para Diligências,15696,48,,Remetidos os autos ao relator para diligências,Sim,CPC,1.028 e 1.030,,Movimento para registro de autos que estão na Vice-Presidência ou outro órgão de admissibilidade recursal ao relator original para a realização de alguma diligência necessária.,2026-01-28 15:31:07,,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 15696,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Remessa ao Relator para Diligências
Remessa CEJUSC,12618,48,,Autos remetidos ao CEJUSC,Sim,Resolução CNJ 125/2010,"art. 8º, §8º",,,2020-03-23 00:00:00,2022-09-22 11:39:40,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12618,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Remessa CEJUSC
Remessa para a Justiça Restaurativa,15718,48,,Remetido para a Justiça Restaurativa,Sim,Resolução CNJ 225/2016,1º,,Registro do movimento da secretaria quando envia por derivação o processo para a Justiça Restaurativa. Ocorre quando o juiz prolata decisão de derivação do processo da Justiça Tradicional para a Justiça Restaurativa.,2026-01-29 14:55:20,,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 15718,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Remessa para a Justiça Restaurativa
Remessa para Admissibilidade Recursal,15695,48,,Remetido para admissibilidade recursaç,Sim,CPC,1.028 a 1.030,,Movimento para registro da remessa dos autos do gabinete do relator para a Vice-Presidência ou outro órgão competente para fins de admissibilidade recursal,2026-01-28 15:24:45,,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 15695,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Remessa para Admissibilidade Recursal
Remessa para Câmara de Conciliação/Mediação,12622,48,,Remetido para Câmara de Conciliação/Mediação,Sim,CPC,art. 168,,Movimento que marca a transferência da responsabilidade pelo processo da Vara para uma Câmara Privada de Conciliação ou Mediação,2020-04-02 00:00:00,,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12622,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Remessa para Câmara de Conciliação/Mediação
Remessa para o CEJUSC ou Centros de Conciliação/Mediação,12614,48,,Remetidos os Autos ao CEJUSC ou Centros de Conciliação/Mediação #{destino},Sim,Res. CNJ 125/2010,"Art. 8º, §8º",,Movimento a ser lançado por ocasião da remessa do processo para mediação/conciliação em CEJUSC ou Centros de Conciliação/Mediação. Marca a transferência de responsabilidade pelos autos do escrivão ao próximo portador.,2020-03-20 00:00:00,2022-09-20 15:45:44,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12614,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Remessa para o CEJUSC ou Centros de Conciliação/Mediação
Republicação,928,48,Identificador - ato republicado; Identificador - data da republicação;,Republicado #{ato_publicado} em #{data}.,Sim,,,,"Para a hipótese de erro na publicação, com consequente necessidade de republicação e nova contagem de prazo. Não se confunde com redisponibilização no Diário da Justiça Eletrônico da L 11.419/2006.",2008-09-30 15:52:47,,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 928,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Republicação
Requisição de Pagamento,12165,48,,Movimentos referentes à requisição de pagamento,Sim,,,,"Evento utilizado para determinar o momento da Requisição de Pagamento, tanto Precatório como de Pequeno Valor, com o detalhamento tabelado obrigatório.",2017-11-24 00:00:00,,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12165,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Requisição de Pagamento
Pequeno Valor,12173,12165,,Requisição de pagamento de pequeno valor minutada,Sim,,,,Evento destinado para marcar a criação do documento pela secretaria para posterior intimação das partes. Neste caso é dispensável a assinatura do magistrado.,2017-11-24 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12165 > 12173,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Requisição de Pagamento > Pequeno Valor
Cancelada,12177,12173,,Requisição de pagamento de pequeno valor cancelada,Sim,,,,Indica que a RPV foi cancelada.,2017-11-24 00:00:00,,,,4,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12165 > 12173 > 12177,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Requisição de Pagamento > Pequeno Valor > Cancelada
Enviada ao Tribunal/Ente Devedor,12174,12173,,Requisição de pagamento de pequeno valor enviada ao Tribunal ou ao ente devedor,Sim,Código de Processo Civil,"553, § 3º, II",,Indica o registro do envio da RPV ao tribunal ou ao ente devedor.,2017-11-24 00:00:00,2025-04-01 13:53:37,,,4,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12165 > 12173 > 12174,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Requisição de Pagamento > Pequeno Valor > Enviada ao Tribunal/Ente Devedor
Paga,12176,12173,,Requisição de pagamento de pequeno valor paga,Sim,,,,Indica que a RPV foi paga.,2017-11-24 00:00:00,,,,4,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12165 > 12173 > 12176,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Requisição de Pagamento > Pequeno Valor > Paga
Preparada para Envio,12175,12173,,Requisição de pagamento de pequeno valor preparada para envio,Sim,,,,Indica que a RPV está pronta para envio ao Tribunal.,2017-11-24 00:00:00,,,,4,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12165 > 12173 > 12175,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Requisição de Pagamento > Pequeno Valor > Preparada para Envio
Retificada,12178,12173,,Requisição de pagamento de pequeno valor retificada,Sim,,,,Indica que a RPV foi retificada.,2017-11-24 00:00:00,,,,4,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12165 > 12173 > 12178,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Requisição de Pagamento > Pequeno Valor > Retificada
Suspensão,12179,12173,,Requisição de pagamento de pequeno valor suspensa,Sim,,,,Indica que a RPV foi suspensa.,2017-11-24 00:00:00,,,,4,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12165 > 12173 > 12179,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Requisição de Pagamento > Pequeno Valor > Suspensão
Precatório,12166,12165,,Requisição de Pagamento de Precatório Minutada,Sim,,,,Evento destinado para marcar a criação do documento pela secretaria para posterior intimação das partes. Neste caso é dispensável a assinatura do magistrado.,2017-11-24 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12165 > 12166,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Requisição de Pagamento > Precatório
