documento,codigo,codigo_pai,data_publicacao,data_alteracao,data_inativacao,data_reativacao,nivel_visual,tipo_item,fonte,caminho_codigos,caminho_rotulos
Estudo Psicossocial,87,4,2021-01-11 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 87,1 > Elementos de prova > Estudo Psicossocial
Estudo Social,88,4,2021-01-11 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 88,1 > Elementos de prova > Estudo Social
Exame de Confronto Grafotécnico,14405,4,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 14405,1 > Elementos de prova > Exame de Confronto Grafotécnico
Exame de Corpo de Delito,14406,4,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 14406,1 > Elementos de prova > Exame de Corpo de Delito
Exame Médico,89,4,2021-01-11 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 89,1 > Elementos de prova > Exame Médico
Execução de Despesa,14483,4,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 14483,1 > Elementos de prova > Execução de Despesa
Extrato,90,4,2021-01-11 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 90,1 > Elementos de prova > Extrato
Extrato (Outros),14407,90,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 90 > 14407,1 > Elementos de prova > Extrato > Extrato (Outros)
Extrato Bancário,298,90,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 90 > 298,1 > Elementos de prova > Extrato > Extrato Bancário
Extrato de FGTS,299,90,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 90 > 299,1 > Elementos de prova > Extrato > Extrato de FGTS
Fatura,14484,4,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 14484,1 > Elementos de prova > Fatura
Ficha,91,4,2021-01-11 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 91,1 > Elementos de prova > Ficha
Ficha de Atendimento Médico,14408,91,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 91 > 14408,1 > Elementos de prova > Ficha > Ficha de Atendimento Médico
Ficha de Registro de Empregado,301,91,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 91 > 301,1 > Elementos de prova > Ficha > Ficha de Registro de Empregado
Ficha do Réu/Prontuário,14409,91,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 91 > 14409,1 > Elementos de prova > Ficha > Ficha do Réu/Prontuário
Ficha Financeira,300,91,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 91 > 300,1 > Elementos de prova > Ficha > Ficha Financeira
Histórico Funcional,14410,91,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 91 > 14410,1 > Elementos de prova > Ficha > Histórico Funcional
Fluxograma/Organograma,14485,4,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 14485,1 > Elementos de prova > Fluxograma/Organograma
Folha de Pagamento,14486,4,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 14486,1 > Elementos de prova > Folha de Pagamento
Formal de Partilha,14411,4,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 14411,1 > Elementos de prova > Formal de Partilha
Formulários,14412,4,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 14412,1 > Elementos de prova > Formulários
Fotografia,92,4,2021-01-11 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 92,1 > Elementos de prova > Fotografia
Frequência,93,4,2021-01-11 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 93,1 > Elementos de prova > Frequência
GRU,14487,4,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 14487,1 > Elementos de prova > GRU
Guia,94,4,2021-01-11 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 94,1 > Elementos de prova > Guia
Guia de Acolhimento/Desacolhimento,14413,94,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 94 > 14413,1 > Elementos de prova > Guia > Guia de Acolhimento/Desacolhimento
Guia de Depósito Judicial,302,94,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 94 > 302,1 > Elementos de prova > Guia > Guia de Depósito Judicial
Guia de Execução,14414,94,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 94 > 14414,1 > Elementos de prova > Guia > Guia de Execução
Guia de Recolhimento,303,94,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 94 > 303,1 > Elementos de prova > Guia > Guia de Recolhimento
Guia de Recolhimento Definitiva,14415,303,2021-03-23 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 94 > 303 > 14415,1 > Elementos de prova > Guia > Guia de Recolhimento > Guia de Recolhimento Definitiva
Guia de Recolhimento Provisória,14416,303,2021-03-23 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 94 > 303 > 14416,1 > Elementos de prova > Guia > Guia de Recolhimento > Guia de Recolhimento Provisória
Imposto de Renda,95,4,2021-01-11 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 95,1 > Elementos de prova > Imposto de Renda
INFOJUD,96,4,2021-01-11 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 96,1 > Elementos de prova > INFOJUD
Informação Prisional,97,4,2021-01-11 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 97,1 > Elementos de prova > Informação Prisional
Informações (Outros),14488,4,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 14488,1 > Elementos de prova > Informações (Outros)
Informações da Autoridade Impetrada,98,4,2021-01-11 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 98,1 > Elementos de prova > Informações da Autoridade Impetrada
Informações sobre Antecedentes do Adolescente (Infracional),14417,4,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 14417,1 > Elementos de prova > Informações sobre Antecedentes do Adolescente (Infracional)
Instrumento de Procuração,99,4,2021-01-11 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 99,1 > Elementos de prova > Instrumento de Procuração
Autor/Recorrente,304,99,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 99 > 304,1 > Elementos de prova > Instrumento de Procuração > Autor/Recorrente
Réu/Recorrido,305,99,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 99 > 305,1 > Elementos de prova > Instrumento de Procuração > Réu/Recorrido
Substabelecimento do Autor/Recorrente,306,99,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 99 > 306,1 > Elementos de prova > Instrumento de Procuração > Substabelecimento do Autor/Recorrente
Substabelecimento do Autor/Recorrente com Reserva,382,306,2021-01-11 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 99 > 306 > 382,1 > Elementos de prova > Instrumento de Procuração > Substabelecimento do Autor/Recorrente > Substabelecimento do Autor/Recorrente com Reserva
Substabelecimento do Autor/Recorrente sem Reserva,383,306,2021-01-11 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 99 > 306 > 383,1 > Elementos de prova > Instrumento de Procuração > Substabelecimento do Autor/Recorrente > Substabelecimento do Autor/Recorrente sem Reserva
Substabelecimento do Réu/Recorrido,308,99,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 99 > 308,1 > Elementos de prova > Instrumento de Procuração > Substabelecimento do Réu/Recorrido
Substabelecimento do Réu/Recorrido com Reserva,384,308,2021-01-11 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 99 > 308 > 384,1 > Elementos de prova > Instrumento de Procuração > Substabelecimento do Réu/Recorrido > Substabelecimento do Réu/Recorrido com Reserva
Substabelecimento do Réu/Recorrido sem Reserva,385,308,2021-01-11 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 99 > 308 > 385,1 > Elementos de prova > Instrumento de Procuração > Substabelecimento do Réu/Recorrido > Substabelecimento do Réu/Recorrido sem Reserva
Terceiro/Interessado,310,99,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 99 > 310,1 > Elementos de prova > Instrumento de Procuração > Terceiro/Interessado
Inventário,14489,4,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 14489,1 > Elementos de prova > Inventário
Laudo,100,4,2021-01-11 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 100,1 > Elementos de prova > Laudo
Laudo (Outros),315,100,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 100 > 315,1 > Elementos de prova > Laudo > Laudo (Outros)
Laudo de Avaliação,311,100,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 100 > 311,1 > Elementos de prova > Laudo > Laudo de Avaliação
Laudo de Exame,312,100,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 100 > 312,1 > Elementos de prova > Laudo > Laudo de Exame
Laudo de Perícia,313,100,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 100 > 313,1 > Elementos de prova > Laudo > Laudo de Perícia
Laudo de Perícia - Não Sigiloso,14419,313,2021-03-23 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 100 > 313 > 14419,1 > Elementos de prova > Laudo > Laudo de Perícia > Laudo de Perícia - Não Sigiloso
Laudo de Perícia - Sigiloso,14418,313,2021-03-23 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 100 > 313 > 14418,1 > Elementos de prova > Laudo > Laudo de Perícia > Laudo de Perícia - Sigiloso
Laudo de Perícia Médica,15280,313,2023-11-30 13:35:04,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 100 > 313 > 15280,1 > Elementos de prova > Laudo > Laudo de Perícia > Laudo de Perícia Médica
Laudo de Perícia Médica - Benefícios Assistenciais,15285,15280,2023-11-30 13:47:19,,,,5,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 100 > 313 > 15280 > 15285,1 > Elementos de prova > Laudo > Laudo de Perícia > Laudo de Perícia Médica > Laudo de Perícia Médica - Benefícios Assistenciais
Laudo Médico - Impedimento,15286,15285,2023-11-30 13:48:39,,,,6,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 100 > 313 > 15280 > 15285 > 15286,1 > Elementos de prova > Laudo > Laudo de Perícia > Laudo de Perícia Médica > Laudo de Perícia Médica - Benefícios Assistenciais > Laudo Médico - Impedimento
Laudo Médico - Não Impedimento,15287,15285,2023-11-30 13:53:52,,,,6,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 100 > 313 > 15280 > 15285 > 15287,1 > Elementos de prova > Laudo > Laudo de Perícia > Laudo de Perícia Médica > Laudo de Perícia Médica - Benefícios Assistenciais > Laudo Médico - Não Impedimento
Laudo de Perícia Médica - Benefícios Previdenciários,15281,15280,2023-11-30 13:40:14,,,,5,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 100 > 313 > 15280 > 15281,1 > Elementos de prova > Laudo > Laudo de Perícia > Laudo de Perícia Médica > Laudo de Perícia Médica - Benefícios Previdenciários
Laudo Médico - Capacidade Laborativa,15284,15281,2023-11-30 13:45:35,,,,6,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 100 > 313 > 15280 > 15281 > 15284,1 > Elementos de prova > Laudo > Laudo de Perícia > Laudo de Perícia Médica > Laudo de Perícia Médica - Benefícios Previdenciários > Laudo Médico - Capacidade Laborativa
Laudo Médico - Incapacidade Laborativa Permanente,15283,15281,2023-11-30 13:44:20,,,,6,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 100 > 313 > 15280 > 15281 > 15283,1 > Elementos de prova > Laudo > Laudo de Perícia > Laudo de Perícia Médica > Laudo de Perícia Médica - Benefícios Previdenciários > Laudo Médico - Incapacidade Laborativa Permanente
Laudo Médico - Incapacidade Laborativa Temporária,15282,15281,2023-11-30 13:42:26,,,,6,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 100 > 313 > 15280 > 15281 > 15282,1 > Elementos de prova > Laudo > Laudo de Perícia > Laudo de Perícia Médica > Laudo de Perícia Médica - Benefícios Previdenciários > Laudo Médico - Incapacidade Laborativa Temporária
Laudo de Perícia Social,15288,313,2023-11-30 13:55:14,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 100 > 313 > 15288,1 > Elementos de prova > Laudo > Laudo de Perícia > Laudo de Perícia Social
Laudo Social - Hipossuficiência,15289,15288,2023-11-30 14:01:30,2023-11-30 14:02:35,,,5,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 100 > 313 > 15288 > 15289,1 > Elementos de prova > Laudo > Laudo de Perícia > Laudo de Perícia Social > Laudo Social - Hipossuficiência
Laudo Social - Não Hipossuficiência,15290,15288,2023-11-30 14:03:27,,,,5,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 100 > 313 > 15288 > 15290,1 > Elementos de prova > Laudo > Laudo de Perícia > Laudo de Perícia Social > Laudo Social - Não Hipossuficiência
Laudo dos Assistentes Técnicos,314,100,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 100 > 314,1 > Elementos de prova > Laudo > Laudo dos Assistentes Técnicos
Laudo IC,14422,100,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 100 > 14422,1 > Elementos de prova > Laudo > Laudo IC
Laudo IML,14423,100,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 100 > 14423,1 > Elementos de prova > Laudo > Laudo IML
Laudo Médico,14420,100,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 100 > 14420,1 > Elementos de prova > Laudo > Laudo Médico
Laudo Pirenecroscópico,14424,100,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 100 > 14424,1 > Elementos de prova > Laudo > Laudo Pirenecroscópico
Laudo Psicológico,14421,100,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 100 > 14421,1 > Elementos de prova > Laudo > Laudo Psicológico
Legislação,14289,4,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 14289,1 > Elementos de prova > Legislação
Levantamento,14425,4,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 14425,1 > Elementos de prova > Levantamento
Licença,14490,4,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 14490,1 > Elementos de prova > Licença
Lista,14491,4,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 14491,1 > Elementos de prova > Lista
Manifestação,101,4,2021-01-11 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 101,1 > Elementos de prova > Manifestação
Manual,14492,4,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 14492,1 > Elementos de prova > Manual
Memorando,14493,4,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 14493,1 > Elementos de prova > Memorando
Mídia,14494,4,2021-03-23 00:00:00,2023-09-29 12:50:37,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 14494,1 > Elementos de prova > Mídia
Monografia,14495,4,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 14495,1 > Elementos de prova > Monografia
Nota (Outros),14500,4,2021-03-23 00:00:00,2021-03-23 17:19:52,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 14500,1 > Elementos de prova > Nota (Outros)
Nota de Culpa,14426,4,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 14426,1 > Elementos de prova > Nota de Culpa
Nota Fiscal,14496,4,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 14496,1 > Elementos de prova > Nota Fiscal
Nota Técnica,102,4,2021-01-11 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 102,1 > Elementos de prova > Nota Técnica
Notificação,103,4,2021-01-11 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 103,1 > Elementos de prova > Notificação
Ofício,104,4,2021-01-11 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 104,1 > Elementos de prova > Ofício
Ofício (Outros),316,104,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 104 > 316,1 > Elementos de prova > Ofício > Ofício (Outros)
Ofício Requisitório de Precatório,317,104,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 104 > 317,1 > Elementos de prova > Ofício > Ofício Requisitório de Precatório
Ofício Requisitório de RPV - Requisição de Pequeno Valor,14427,104,2021-03-23 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 104 > 14427,1 > Elementos de prova > Ofício > Ofício Requisitório de RPV - Requisição de Pequeno Valor
Orçamento,105,4,2021-01-11 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 105,1 > Elementos de prova > Orçamento
Ordem (Outros),14499,4,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 14499,1 > Elementos de prova > Ordem (Outros)
Ordem Bancária,14498,4,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 14498,1 > Elementos de prova > Ordem Bancária
Outros Documentos,106,4,2021-01-11 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 106,1 > Elementos de prova > Outros Documentos
Parecer,107,4,2021-01-11 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 107,1 > Elementos de prova > Parecer
Parecer (Outros),319,107,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 107 > 319,1 > Elementos de prova > Parecer > Parecer (Outros)
Parecer do MP,318,107,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 107 > 318,1 > Elementos de prova > Parecer > Parecer do MP
Parecer Técnico,320,107,2021-01-11 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 107 > 320,1 > Elementos de prova > Parecer > Parecer Técnico
Passaporte,109,4,2021-01-11 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 109,1 > Elementos de prova > Passaporte
Perfil Profissiográfico Previdenciário,14428,4,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 14428,1 > Elementos de prova > Perfil Profissiográfico Previdenciário
Perícia,108,4,2021-01-11 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 108,1 > Elementos de prova > Perícia
Pesquisa,14497,4,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 14497,1 > Elementos de prova > Pesquisa
Planilha (outros),14501,4,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 14501,1 > Elementos de prova > Planilha (outros)
Planilha de Cálculo,110,4,2021-01-11 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 110,1 > Elementos de prova > Planilha de Cálculo
Plano,14502,4,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 14502,1 > Elementos de prova > Plano
Planta/Mapa,111,4,2021-01-11 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 111,1 > Elementos de prova > Planta/Mapa
Porte de Remessa e Retorno,112,4,2021-01-11 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 112,1 > Elementos de prova > Porte de Remessa e Retorno
Pregão,14503,4,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 14503,1 > Elementos de prova > Pregão
Prestação de Contas,14504,4,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 14504,1 > Elementos de prova > Prestação de Contas
Primeiras Declarações,14429,4,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,1 > 4 > 14429,1 > Elementos de prova > Primeiras Declarações
